country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Africa,1851,,112843149,,0,0,0,0,,249.518,63.864,34.399,2.211,,,0,,,,,,,,0,0,435.173,,,,874.633,,,,,,,,,,,468.332,4.15,,,,,,,,,,,0,9.201,,,0,8.159,,,,17.713,,,,,18.635,,,6.82,0,0,0,0,,,,
Africa,1852,,113379285,,0,0,0,0,,287.99,38.472,15.419,2.54,,,0,,,,,,,,0,0,723.164,,,,1381.328,,,,,,,,,,,506.695,4.469,,,,,,,,,,,0,10.44,,,0,8.937,,,,18.445,,,,,19.863,,,6.983,0,0,0,0,,,,
Africa,1853,,113793047,,0,0,0,0,,319.464,31.474,10.929,2.807,,,0,,,,,,,,0,0,1042.628,,,,1920.339,,,,,,,,,,,539.011,4.737,,,,,,,,,,,0,11.306,,,0,9.55,,,,19.018,,,,,20.663,,,7.104,0,0,0,0,,,,
Africa,1854,,114216849,,0,0,0,0,,333.168,13.703,4.289,2.917,,,0,,,,,,,,0,0,1375.795,,,,2472.833,,,,,,,,,,,552.495,4.837,,,,,,,,,,,0,11.544,,,0,9.967,,,,19.428,,,,,21,,,7.165,0,0,0.001,0,,,,
Africa,1855,,114631842,,0,0,0,0,,346.358,13.19,3.959,3.021,,,0,,,,,,,,0,0,1722.153,,,,3045.48,,,,,,,,,,,572.647,4.996,,,,,,,,,,,0,11.927,,,0,10.307,,,,19.812,,,,,21.66,,,7.236,0,0.001,0.001,0,,,,
Africa,1856,,115057009,,0,0,0,0,,354.639,8.281,2.391,3.082,,,0,,,,,,,,0,0,2076.792,,,,3624.685,,,,,,,,,,,579.205,5.034,,,,,,,,,,,0,12.008,,,0,10.563,,,,20.083,,,,,21.644,,,7.283,0,0.001,0.001,0,,,,
Africa,1857,,115486119,,0,0,0,0,,363.396,8.757,2.469,3.147,,,0,,,,,,,,0,0,2440.188,,,,4215.103,,,,,,,,,,,590.417,5.112,,,,,,,,,,,0,12.195,,,0,10.778,,,,20.316,,,,,21.868,,,7.328,0,0.001,0.001,0,,,,
Africa,1858,,115919245,,0,0,0,0,,370.614,7.218,1.986,3.197,,,0,,,,,,,,0,0,2810.801,,,,4814.276,,,,,,,,,,,599.174,5.169,,,,,,,,,,,0,12.291,,,0,10.956,,,,20.504,,,,,21.938,,,7.368,0,0.001,0.001,0,,,,
Africa,1859,,116365125,,0,0,0,0,,378.748,8.134,2.195,3.255,,,0,,,,,,,,0,0,3189.549,,,,5422.097,,,,,,,,,,,607.821,5.223,,,,,,,,,,,0,12.369,,,0,11.106,,,,20.663,,,,,22.016,,,7.4,0,0.001,0.001,0,,,,
Africa,1860,,116988636,,0,0,0,0,,210.936,-167.811,-44.307,1.803,,,0,,,,,,,,0,0,3400.485,,,,5837.961,,,,,,,,,,,415.864,3.555,,,,,,,,,,,0,7.077,,,0,10.727,,,,20.208,,,,,15.694,,,7.277,0,0.001,0.001,0,,,,
Africa,1861,,117301876,,0,0,0,0,,146.633,-64.303,-30.485,1.25,,,0,,,,,,,,0,0,3547.118,,,,6179.959,,,,,,,,,,,341.998,2.916,,,,,,,,,,,0,5.105,,,0,10.26,,,,19.672,,,,,13.546,,,7.13,0,0.001,0.001,0,,,,
Africa,1862,,117778853,,0,0,0,0,,110.506,-36.127,-24.638,0.938,,,0,,,,,,,,0,0,3657.625,,,,6477.806,,,,,,,,,,,297.847,2.529,,,,,,,,,,,0,3.866,,,0,9.772,,,,19.098,,,,,11.891,,,6.977,0,0.001,0.002,0,,,,
Africa,1863,,118275288,,0,0,0,0,,88.302,-22.204,-20.093,0.747,,,0,,,,,,,,0,0,3745.927,,,,6750.37,,,,,,,,,,,272.565,2.304,,,,,,,,,,,0,3.063,,,0,9.292,,,,18.533,,,,,10.882,,,6.83,0,0.001,0.002,0,,,,
Africa,1864,,118775558,,0,0,0,0,,72.657,-15.645,-17.718,0.612,,,0,,,,,,,,0,0,3818.584,,,,7002.637,,,,,,,,,,,252.266,2.124,,,,,,,,,,,0,2.524,,,0,8.841,,,,18.003,,,,,10.205,,,6.691,0,0.001,0.002,0,,,,
Africa,1865,,119279686,,0,0,0,0,,62.068,-10.589,-14.574,0.52,,,0,,,,,,,,0,0,3880.652,,,,7247.465,,,,,,,,,,,244.828,2.053,,,,,,,,,,,0,2.159,,,0,8.424,,,,17.532,,,,,10.021,,,6.568,0,0.001,0.002,0,,,,
Africa,1866,,119787704,,0,0,0,0,,54.667,-7.401,-11.924,0.456,,,0,,,,,,,,0,0,3935.319,,,,7483.756,,,,,,,,,,,236.291,1.973,,,,,,,,,,,0,1.899,,,0,8.04,,,,17.097,,,,,9.712,,,6.454,0,0.001,0.002,0,,,,
Africa,1867,,120299649,,0,0,0,0,,47.522,-7.145,-13.07,0.395,,,0,,,,,,,,0,0,3982.841,,,,7711.768,,,,,,,,,,,228.011,1.895,,,,,,,,,,,0,1.632,,,0,7.68,,,,16.69,,,,,9.367,,,6.348,0,0.001,0.002,0,,,,
Africa,1868,,120815545,,0,0,0,0,,42.466,-5.056,-10.64,0.351,,,0,,,,,,,,0,0,4025.307,,,,7932.926,,,,,,,,,,,221.159,1.831,,,,,,,,,,,0,1.46,,,0,7.35,,,,16.315,,,,,9.145,,,6.251,0,0.002,0.002,0,,,,
Africa,1869,,121347692,,0,0,0,0,,38.728,-3.737,-8.801,0.319,,,0,,,,,,,,0,0,4064.036,,,,8150.348,,,,,,,,,,,217.422,1.792,,,,,,,,,,,0,1.328,,,0,7.045,,,,15.975,,,,,9.08,,,6.163,0,0.002,0.002,0,,,,
Africa,1870,,122079985,,0,0,0,0,,36.237,-2.492,-6.433,0.297,1.671,,0,0,,,,,,,0,0,4100.272,,,,8373.192,,,,,,,,,,,222.844,1.825,,,,,,,,,,,0,1.167,,,0,6.745,,,,15.624,,,,,8.661,,,6.075,0.001,0.002,0.002,0,,,,
Africa,1871,,122466078,,0,0,0,0,,33.782,-2.455,-6.775,0.276,,,0,,,,,,,,0,0,4134.055,,,,8598.346,,,,,,,,,,,225.153,1.838,,,,,,,,,,,0,1.039,,,0,6.455,,,,15.279,,,,,8.387,,,5.986,0.001,0.002,0.002,0,,,,
Africa,1872,,123041990,,0,0,0,0,,31.4,-2.382,-7.05,0.255,,,0,,,,,,,,0,0,4165.455,,,,8827.272,,,,,,,,,,,228.927,1.861,,,,,,,,,,,0,0.933,,,0,6.18,,,,14.957,,,,,8.353,,,5.896,0.001,0.002,0.002,0,,,,
Africa,1873,,123641171,,0,0,0,0,,29.385,-2.015,-6.418,0.238,,,0,,,,,,,,0,0,4194.84,,,,9055.906,,,,,,,,,,,228.634,1.849,,,,,,,,,,,0,0.845,,,0,5.918,,,,14.647,,,,,8.132,,,5.808,0.001,0.002,0.003,0,,,,
Africa,1874,,124245323,,0,0,0,0,,28.176,-1.209,-4.115,0.227,,,0,,,,,,,,0,0,4223.017,,,,9281.755,,,,,,,,,,,225.849,1.818,,,,,,,,,,,0,0.808,,,0,5.678,,,,14.348,,,,,7.889,,,5.73,0.001,0.002,0.003,0,,,,
Africa,1875,,124854484,,0,0,0,0,,26.271,-1.905,-6.762,0.21,,,0,,,,,,,,0,0,4249.288,,,,9509.619,,,,,,,,,,,227.864,1.825,,,,,,,,,,,0,0.737,,,0,5.452,,,,14.071,,,,,7.883,,,5.654,0.001,0.002,0.003,0,,,,
Africa,1876,,125468701,,0,0,0,0,,25.318,-0.953,-3.626,0.202,,,0,,,,,,,,0,0,4274.605,,,,9739.315,,,,,,,,,,,229.696,1.831,,,,,,,,,,,0,0.7,,,0,5.242,,,,13.812,,,,,7.84,,,5.583,0.001,0.002,0.003,0,,,,
Africa,1877,,126088007,,0,0,0,0,,24.622,-0.696,-2.75,0.195,,,0,,,,,,,,0,0,4299.228,,,,9967.985,,,,,,,,,,,228.67,1.814,,,,,,,,,,,0,0.67,,,0,5.045,,,,13.564,,,,,7.684,,,5.516,0.001,0.002,0.003,0,,,,
Africa,1878,,126712451,,0,0,0,0,,23.23,-1.392,-5.655,0.183,,,0,,,,,,,,0,0,4322.458,,,,10193.725,,,,,,,,,,,225.739,1.782,,,,,,,,,,,0,0.623,,,0,4.859,,,,13.323,,,,,7.459,,,5.451,0.001,0.002,0.003,0,,,,
Africa,1879,,127352247,,0,0,0,0,,22.607,-0.623,-2.681,0.178,,,0,,,,,,,,0,0,4345.064,,,,10423.567,,,,,,,,,,,229.843,1.805,,,,,,,,,,,0,0.592,,,0,4.683,,,,13.098,,,,,7.499,,,5.389,0.001,0.002,0.003,0,,,,
Africa,1880,,128189317,,0,0,0,0,,24.146,1.539,6.807,0.188,,,0,,,,,,,,0,0,4369.21,,,,10654.105,,,,,,,,,,,230.539,1.798,,,,,,,,,,0,0,0.611,,0,0,4.517,,,,12.886,,,,,7.435,,,5.325,0.001,0.002,0.003,0,,,,
Africa,1881,,128683453,,0,0,0,0,,24.476,0.33,1.366,0.19,,,0,,,,,,,,0,0,4393.686,,,,10888.565,,,,,,,,,,,234.459,1.822,,,,,,,,,,0,0,0.615,,0,0,4.363,,,,12.694,,,,,7.571,,,5.267,0.001,0.002,0.003,0,,,,
Africa,1882,,129364909,,0,0,0,0,,24.988,0.513,2.096,0.193,,,0,,,,,,,,0,0,4418.674,,,,11124.82,,,,,,,,,,,236.255,1.826,,,,,,,,,,0,0,0.611,,0,0,4.216,,,,12.509,,,,,7.477,,,5.208,0.001,0.002,0.003,0,,,,
Africa,1883,,130067281,,0,0,0,0,,24.292,-0.696,-2.786,0.187,,,0,,,,,,,,0,0,4442.966,,,,11358.84,,,,,,,,,,,234.02,1.799,,,,,,,,,,0,0,0.577,,0,0,4.076,,,,12.325,,,,,7.266,,,5.147,0.001,0.002,0.003,0,,,,
Africa,1884,,130775459,,0,0,0.022,0.022,,40.839,16.547,68.115,0.312,,,0,,,0.022,0,,,,0,0.022,4483.805,0.022,0,0,11596.084,0,,,,0,0,0,0,,,237.244,1.814,,,,,0,0,,,,0,0.002,0.963,0.002,0,0,3.959,0,,0,12.156,0,,,0,7.322,0,,5.091,0.001,0.002,0.004,0,,,,
Africa,1885,,131489484,,0,0,0.037,0.015,66.667,41.22,0.381,0.933,0.313,,,0,,,0.037,0,,,,0,0.059,4525.025,0.059,0,0,11830.727,0,,,,0,0,0,0,,,234.643,1.784,,,,,0,0,,,,0,0.004,0.969,0.004,0,0,3.851,0,,0,11.994,0,,,0,7.233,0,,5.038,0.001,0.002,0.004,0,,,,
Africa,1886,,132209404,,0,0,0.048,0.011,30,39.436,-1.784,-4.329,0.298,,,0,,,0.048,0,,,,0,0.106,4564.461,0.106,0,0,12067.53,0,,,,0,0,0,0,,,236.804,1.791,,,,,0,0,,,,0,0.005,0.918,0.005,0,0,3.747,0,,0,11.841,0,,,0,7.237,0,,4.989,0.001,0.002,0.004,0,,,,
Africa,1887,,132935290,,0,0,0.048,0,0,38.996,-0.44,-1.115,0.293,,,0,,,0.048,0,,,,0,0.154,4603.457,0.154,0,0,12302.431,0,,,,0,0,0,0,,,234.899,1.767,,,,,0,0,,,,0,0.004,0.886,0.005,0,0.001,3.647,0.001,,0,11.69,0,,,0,7.063,0,,4.94,0.001,0.003,0.004,0,,,,
Africa,1888,,133667182,,0,0,0.081,0.033,69.231,39.212,0.216,0.554,0.293,,,0.001,,,0.081,0.001,,,,0,0.234,4642.669,0.234,0,0,12539.088,0,,,,0,0,0,0,,,236.658,1.771,,,,,0,0,,,,0,0.007,0.868,0.007,0,0.001,3.551,0.001,,0,11.55,0,,,0,7.119,0,,4.889,0.001,0.003,0.004,0,,,,
Africa,1889,,134316240,,0,0,0.132,0.051,63.636,38.457,-0.755,-1.925,0.286,,,0.001,,,0.132,0.001,,,,0,0.366,4681.126,0.366,0,0,12775.929,0,,,,0,0,0,0,,,236.841,1.763,,,,,0,0,,,,0,0.011,0.848,0.011,0,0.001,3.461,0.001,,0,11.416,0,,,0,7.079,0,,4.841,0.001,0.003,0.004,0,,,,
Africa,1890,,135050718,,0,0,0.297,0.165,125,46.353,7.896,20.532,0.343,,,0.002,,,0.297,0.002,,,,0,0.663,4727.48,0.663,0,0,13031.126,0,,,,0,0,0,0,,,255.198,1.89,,,,,0,0,,,,0,0.023,0.973,0.024,0,0.002,3.376,0.002,,0,11.294,0,,,0,7.362,0,,4.794,0.001,0.003,0.004,0,,,,
Africa,1891,,135370390,,0,0,0.297,0,0,49.688,3.334,7.193,0.367,,,0.002,,,0.297,0.002,,,,0,0.96,4777.167,0.96,0,0,13293.944,0,,,,0,0,0,0,,,262.819,1.941,,,,,0,0,,,,0,0.022,1.009,0.023,0,0.003,3.296,0.003,,0,11.177,0,,,0,7.375,0,,4.747,0.001,0.003,0.004,0,,,,
Africa,1892,,135768025,,0,0,0.48,0.183,61.728,52.142,2.455,4.941,0.384,,,0.004,,,0.48,0.004,,,,0,1.44,4829.31,1.44,0,0,13563.908,0,,,,0,0,0,0,,,269.964,1.988,,,,,0,0,,,,0,0.035,1.049,0.036,0,0.005,3.221,0.005,,0,11.069,0,,,0,7.501,0,,4.705,0.001,0.003,0.004,0,,,,
Africa,1893,,136087369,,0,0,1.799,1.319,274.809,55,2.858,5.481,0.404,,,0.013,,,1.799,0.013,,,,0,3.239,4884.31,3.239,0,0,13841.017,0,,,,0,0,0,0,,,277.108,2.036,,,,,0,0,,,,0,0.133,1.095,0.138,0,0.01,3.152,0.01,,0,10.967,0,,,0,7.556,0,,4.669,0.001,0.003,0.005,0,,,,
Africa,1894,,136413556,,0,0,2.433,0.634,35.234,56.074,1.074,1.952,0.411,,,0.018,,,2.433,0.018,,,,0,5.672,4940.384,5.672,0,0,14117.795,0,,,,0,0,0,0,,,276.779,2.029,,,,,0,0,,,,0,0.174,1.099,0.18,0,0.016,3.087,0.017,,0,10.867,0,,,0,7.475,0,,4.632,0.001,0.003,0.005,0,,,,
Africa,1895,,136746634,,0,0,3.338,0.905,37.199,58.005,1.931,3.444,0.424,,,0.024,,,3.338,0.024,,,,0,9.01,4998.389,9.01,0,0,14398.384,0,,,,0,0,0,0,,,280.589,2.052,,,,,0,0,,,,0,0.225,1.109,0.233,0,0.025,3.024,0.025,,0,10.773,0,,,0,7.496,0,,4.597,0.001,0.003,0.005,0,,,,
Africa,1896,,137086659,,0,0,4.258,0.92,27.552,59.437,1.433,2.47,0.434,,,0.031,,,4.258,0.031,,,,0,13.267,5057.826,13.267,0,0,14674.833,0,,,,0,0,0,0,,,276.449,2.017,,,,,0,0,,,,0,0.278,1.119,0.289,0,0.035,2.965,0.036,,0,10.678,0,,,0,7.32,0,,4.563,0.001,0.003,0.005,0,,,,
Africa,1897,,137433669,,0,0,4.778,0.52,12.22,61.02,1.583,2.663,0.444,,,0.035,,,4.778,0.035,,,,0,18.045,5118.846,18.045,0,0,14955.604,0,,,,0,0,0,0,,,280.772,2.043,,,,,0,0,,,,0,0.297,1.126,0.31,0,0.046,2.908,0.047,,0,10.588,0,,,0,7.36,0,,4.53,0.001,0.003,0.005,0,,,,
Africa,1898,,137787711,,0,0,6.049,1.271,26.61,62.365,1.345,2.204,0.453,,,0.044,,,6.049,0.044,,,,0,24.094,5181.211,24.094,0,0,15235.096,0,,,,0,0,0,0,,,279.49,2.028,,,,,0,0,,,,0,0.357,1.126,0.371,0,0.059,2.854,0.06,,0,10.5,0,,,0,7.267,0,,4.498,0.002,0.003,0.005,0,,,,
Africa,1899,,138168883,,0,0,5.518,-0.531,-8.783,63.006,0.641,1.028,0.456,,,0.04,,,5.518,0.04,,,,0,29.612,5244.217,29.612,0,0,15517.076,0,,,,0,0,0,0,,,281.981,2.041,,,,,0,0,,,,0,0.298,1.098,0.31,0,0.069,2.8,0.071,,0,10.416,0,,,0,7.253,0,,4.464,0.002,0.003,0.005,0,,,,
Africa,1900,,138752199,,0,0,2.33,-3.188,-57.769,64.618,1.612,2.559,0.466,,,0.017,,,2.33,0.017,,,,0,31.943,5308.835,31.943,0,0,15819.21,0,,,,0,0,0,0,,,302.133,2.178,,,,,0,0,,,,0,0.119,1.085,0.124,0,0.071,2.747,0.073,,0,10.341,0,,,0,7.548,0,,4.431,0.002,0.003,0.005,0,,,,
Africa,1901,,139021447,,0,0,3.909,1.579,67.767,69.349,4.73,7.32,0.499,,,0.028,,,3.909,0.028,,,,0,35.852,5378.184,35.852,0,0,16133.875,0,,,,0,0,0,0,,,314.664,2.263,,,,,0,0,,,,0,0.194,1.143,0.203,0,0.077,2.698,0.078,,0,10.274,0,,,0,7.766,0,,4.404,0.002,0.003,0.006,0,,,,
Africa,1902,,139489077,,0,0,5.826,1.916,49.016,73.243,3.895,5.616,0.525,,,0.042,,,5.826,0.042,,,,0,41.678,5451.427,41.678,0,0,16458.359,0,,,,0,0,0,0,,,324.484,2.326,,,,,0,0,,,,0,0.282,1.184,0.295,0,0.085,2.653,0.087,,0,10.213,0,,,0,7.881,0,,4.38,0.002,0.004,0.006,0,,,,
Africa,1903,,139992790,,0,0,7.896,2.07,35.535,77.658,4.415,6.028,0.555,,,0.056,,,7.896,0.056,,,,0,49.574,5529.086,49.574,0,0,16789.363,0,,,,0,0,0,0,,,331.006,2.364,,,,,0,0,,,,0,0.35,1.216,0.367,0,0.097,2.61,0.099,,0,10.158,0,,,0,8.015,0,,4.359,0.002,0.004,0.006,0,,,,
Africa,1904,,140510536,,0,0,8.911,1.015,12.854,81.275,3.616,4.657,0.578,,,0.063,,,8.911,0.063,,,,0,58.485,5610.361,58.485,0,0,17124.656,0,,,,0,0,0,0,,,335.293,2.386,,,,,0,0,,,,0,0.391,1.256,0.411,0,0.109,2.569,0.112,,0,10.105,0,,,0,7.997,0,,4.34,0.002,0.004,0.006,0,,,,
Africa,1905,,141042447,,0,0,10.263,1.352,15.173,82.737,1.462,1.799,0.587,,,0.073,,,10.263,0.073,,,,0,68.748,5693.098,68.748,0,0,17461.709,0,,,,0,0,0,0,,,337.051,2.39,,,,,0,0,,,,0,0.423,1.243,0.444,0,0.123,2.53,0.126,,0,10.053,0,,,0,7.971,0,,4.323,0.002,0.004,0.006,0,,,,
Africa,1906,,141588654,,0,0,11.717,1.455,14.174,84.228,1.491,1.802,0.595,,,0.083,,,11.717,0.083,,,,0,80.465,5777.326,80.465,0,0,17798.943,0,,,,0,0,0,0,,,337.235,2.382,,,,,0,0,,,,0,0.462,1.243,0.485,0,0.138,2.493,0.142,,0,10.002,0,,,0,7.947,0,,4.308,0.002,0.004,0.006,0,,,,
Africa,1907,,142149308,,0,0,12.93,1.213,10.35,85.99,1.762,2.092,0.605,,,0.091,,,12.93,0.091,,,,0,93.395,5863.316,93.395,0,0,18139.145,0,,,,0,0,0,0,,,340.202,2.393,,,,,0,0,,,,0,0.448,1.199,0.471,0,0.152,2.454,0.157,,0,9.954,0,,,0,7.946,0,,4.289,0.002,0.004,0.006,0,,,,
Africa,1908,,142724535,,0,0,13.403,0.473,3.655,87.013,1.022,1.189,0.61,,,0.094,,,13.403,0.094,,,,0,106.798,5950.329,106.798,0,0,18480.08,0,,,,0,0,0,0,,,340.935,2.389,,,,,0,0,,,,0,0.483,1.227,0.51,0,0.167,2.418,0.172,,0,9.907,0,,,0,7.904,0,,4.277,0.002,0.004,0.007,0.001,,,,
Africa,1909,,143305202,,0,0,15.385,1.982,14.789,89.251,2.239,2.573,0.623,,,0.107,,,15.385,0.107,,,,0,122.183,6039.58,122.183,0,0,18822.846,0,,,,0,0,0,0,,,342.767,2.392,,,,,0,0,,,,0,0.532,1.235,0.564,0,0.182,2.385,0.188,,0,9.861,0,,,0,7.899,0,,4.266,0.002,0.004,0.007,0.001,,,,
Africa,1910,,144064903,,0,0,17.411,2.026,13.17,96.041,6.789,7.607,0.667,,,0.121,,,17.411,0.121,,,,0,139.595,6135.621,139.595,0,0,19198.113,0,,,,0,0,0,0,,,375.267,2.605,,,,,0,0,,,,0,0.574,1.306,0.608,0,0.199,2.354,0.206,,0,9.835,0,,,0,8.688,0,,4.26,0.002,0.004,0.007,0.001,,,,
Africa,1911,,144480832,,0,0,16.865,-0.546,-3.136,97.62,1.579,1.644,0.676,,,0.117,,,16.854,0.117,,,,0,156.46,6233.241,156.449,0,0,19593.863,0.011,,,,0,0,0,0,,,395.749,2.739,,,,,0.011,0,,,,0,0.548,1.321,0.581,0,0.214,2.326,0.221,,0,9.821,0.001,,,0,9.18,0.007,,4.26,0.002,0.005,0.007,0.001,,,,
Africa,1912,,145067004,,0,0,17.954,1.088,6.452,102.775,5.155,5.281,0.708,,,0.124,,,17.869,0.123,,,,0,174.414,6336.016,174.318,0,0,20002.801,0.095,,,,0,0,0,0,,,408.939,2.819,,,,,0.084,0.001,,,,0,0.555,1.373,0.586,0,0.229,2.3,0.236,,0,9.817,0.004,,,0,9.627,0.054,,4.263,0.002,0.005,0.007,0.001,,,,
Africa,1913,,145657208,,0,0,19.606,1.652,9.204,103.915,1.14,1.109,0.713,2.505,,0.135,0.473,,19.566,0.134,,,,0,194.02,6439.931,193.884,0,0,20419.105,0.136,,,,0,0,0,0,,,416.304,2.858,,,,,0.04,0,,,,0,0.559,1.343,0.594,0,0.243,2.274,0.252,,0,9.817,0.006,,,0,9.833,0.022,,4.266,0.002,0.005,0.008,0.001,,,,
Africa,1914,,146256012,,0,0,19.551,-0.055,-0.28,103.896,-0.018,-0.018,0.71,,,0.134,,,19.243,0.132,,,,0,213.571,6543.827,213.128,0,0,20843.873,0.443,,,,0,0,0,0,,,424.768,2.904,,,,,0.308,0.002,,,,0,0.615,1.403,0.65,0,0.257,2.251,0.267,,0,9.822,0.017,,,0,10.048,0.166,,4.278,0.002,0.005,0.008,0.001,,,,
Africa,1915,,146863516,,0,0,19.606,0.055,0.281,132.128,28.231,27.172,0.9,,,0.133,,,19.514,0.133,,,,0,233.177,6675.955,232.642,0,0,21269.74,0.535,,,,0,0,0,0,,,425.867,2.9,,,,,0.092,0.001,,,,0,0.626,1.806,0.672,0,0.271,2.241,0.281,,0,9.829,0.019,,,0,10.18,0.046,,4.295,0.002,0.005,0.008,0.001,,,,
Africa,1916,,147479796,,0,0,23.255,3.649,18.613,141.2,9.072,6.866,0.957,,,0.158,,,23.072,0.156,,,,0,256.432,6817.154,255.714,0,0,21697,0.718,,,,0,0,0,0,,,427.259,2.897,,,,,0.183,0.001,,,,0,0.687,1.879,0.737,0,0.286,2.232,0.297,,0,9.838,0.024,,,0,10.346,0.085,,4.312,0.002,0.005,0.008,0.001,,,,
Africa,1917,,148104957,,0,0,25.344,2.088,8.981,145.816,4.617,3.27,0.985,,,0.171,,,24.919,0.168,,,,0,281.776,6962.97,280.633,0,0,22129.021,1.143,,,,0,0,0,0,,,432.022,2.917,,,,,0.425,0.003,,,,0,0.716,1.901,0.765,0,0.303,2.224,0.314,,0,9.85,0.036,,,0,10.461,0.178,,4.329,0.002,0.005,0.009,0.001,,,,
Africa,1918,,148713464,,0,0,24.725,-0.619,-2.443,144.428,-1.389,-0.952,0.971,,,0.166,,,23.856,0.16,,,,0,306.501,7107.397,304.489,0,0,22568.848,2.012,,,,0,0,0,0,,,439.827,2.958,,,,,0.868,0.006,,,,0,0.708,1.89,0.743,0,0.317,2.216,0.329,,0,9.864,0.058,,,0,10.599,0.355,,4.351,0.003,0.006,0.009,0.001,,,,
Africa,1919,,149572638,,0,0,25.443,0.718,2.905,145.072,0.645,0.446,0.97,,,0.17,,,24.751,0.165,,,,0,331.944,7252.47,329.24,0,0,23011.312,2.703,,,,0,0,0,0,,,442.465,2.958,,,,,0.692,0.005,,,,0,0.84,2.029,0.912,0,0.333,2.212,0.346,,0,9.879,0.072,,,0,10.734,0.253,,4.382,0.003,0.006,0.009,0.001,,,,
Africa,1920,,150861520,,0,0,28.052,2.609,10.253,201.432,56.36,38.849,1.335,,,0.186,,,27.594,0.183,,,,0,359.995,7453.902,356.834,0,0,23506.979,3.161,,,,0,0,0,0,,,495.666,3.286,,,,,0.458,0.003,,,,0,0.797,2.59,0.883,0,0.349,2.22,0.363,,0,9.911,0.077,,,0,11.643,0.131,,4.412,0.003,0.006,0.009,0.001,,,,
Africa,1921,,152062212,,0,0,27.986,-0.066,-0.235,216.132,14.7,7.298,1.421,,,0.184,,,27.425,0.18,,,,0,387.981,7670.034,384.259,0,0,24036.684,3.722,,,,0,0,0,0,,,529.704,3.483,,,,,0.561,0.004,,,,0,0.906,2.899,1.028,0,0.365,2.235,0.381,,0,9.951,0.083,,,0,12.131,0.146,,4.452,0.003,0.006,0.01,0.001,,,,
Africa,1922,,153693154,,0,0,23.97,-4.016,-14.349,220.36,4.228,1.956,1.434,,,0.156,,,23.435,0.152,,,,0,411.951,7890.395,407.694,0,0,24594.197,4.256,,,,0,0,0,0,,,557.514,3.627,,,,,0.534,0.003,,,,0,0.74,2.876,0.846,0,0.376,2.249,0.393,,0,9.998,0.087,,,0,12.607,0.125,,4.491,0.003,0.006,0.01,0.001,,,,
Africa,1923,,155594335,,0,0,29.045,5.075,21.171,230.968,10.607,4.814,1.484,,,0.187,,,28.572,0.184,,,,0,440.995,8121.362,436.266,0,0,25168.383,4.729,,,,0,0,0,0,,,574.185,3.69,,,,,0.473,0.003,,,,0,0.79,2.848,0.908,0,0.39,2.263,0.408,,0,10.051,0.088,,,0,12.951,0.1,,4.528,0.003,0.007,0.01,0.001,,,,
Africa,1924,,157523780,,0,0,30.631,1.587,5.462,239.516,8.548,3.701,1.521,,,0.194,,,30.126,0.191,,,,0,471.626,8360.878,466.392,0,0,25759.496,5.234,,,,0,0,0,0,,,591.113,3.753,,,,,0.505,0.003,,,,0,0.831,2.939,0.956,0,0.404,2.278,0.424,,0,10.107,0.09,,,0,13.243,0.107,,4.566,0.003,0.007,0.011,0.001,,,,
Africa,1925,,159481926,,0,0,32.185,1.554,5.072,246.162,6.646,2.775,1.544,,,0.202,,,31.624,0.198,,,,0,503.811,8607.04,498.016,0,0,26364.348,5.795,,,,0,0,0,0,,,604.853,3.793,,,,,0.561,0.004,,,,0,0.864,2.985,1.003,0,0.418,2.293,0.44,,0,10.164,0.092,,,0,13.383,0.114,,4.607,0.003,0.007,0.011,0.001,,,,
